angeschossen	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.007953661806542472 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
bmw	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.008738463351021047 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
bаb	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0068733883372956595 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
chrome	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.009798234438272536 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ctrl	0.010050335853501506	1.5630382353812607e-05 1.631548028165829e-05 1.558191605194032e-05 1.8474882083642473e-05 1.5952914053176995e-05 1.3347059566403062e-05 7.2408759751451766e-06 5.456208389523076e-06 1.2453947773855646e-05 1.5679151097506252e-05 1.3311703117220537e-05 1.658471262954044e-05 0.0 1.613216027849359e-05 1.423560319192848e-05 1.590243014794542e-05 1.3636819339893495e-05 1.5000501273882844e-05 1.585226475315695e-05 1.6054849606232436e-05 1.970654088921864e-05 1.9216703352775345e-05 1.878567449252618e-05 1.8927186164786264e-05 1.8207130169386785e-05 1.6948289803543855e-05 1.5679151097506252e-05 1.6948289803543855e-05 1.882085365824252e-05 1.804369093985908e-05 2.1383693305322354e-05 1.8407208522896533e-05 1.9216703352775345e-05 1.9180030254773865e-05 1.857733059796951e-05 1.6003719511945073e-05 2.8715245295718588e-05 1.5827300556695284e-05 1.5090594374626887e-05 1.4481751950290353e-05 1.8273337915457283e-05 1.6158096227494384e-05 1.6750559755835844e-05 1.8407208522896533e-05 1.7539853147472088e-05 1.7180061288036764e-05 1.6448994850247964e-05 1.7570517226401235e-05 1.8273337915457283e-05 1.9364808966284212e-05 1.962956221387013e-05 1.6342009517888627e-05 1.8508905807553418e-05 1.6054849606232436e-05 1.7121526155879907e-05 1.532063392302059e-05 1.613216027849359e-05 1.6503014537769305e-05 1.6236406871569478e-05 1.64221174076822e-05 1.5250889003795912e-05 1.6342009517888627e-05 1.8680921660783467e-05 1.4481751950290353e-05 1.7694253263206878e-05 1.658471262954044e-05 1.8407208522896533e-05 1.6184115706121587e-05 1.631548028165829e-05 1.735809301122885e-05 1.7947028309824116e-05 1.5391019683769536e-05 1.5728225122850556e-05 1.5414625542180224e-05 1.6342009517888627e-05 1.700564442216837e-05 1.775677712632775e-05 1.7034467548307636e-05 1.7388124314016448e-05 1.6919757329127112e-05 1.3526696976448864e-05 1.590243014794542e-05 1.907084602182449e-05 1.653015765378537e-05 1.5654728743771816e-05 1.5045412954343573e-05 1.8340028929747274e-05 1.6891320762187405e-05 1.5777607305339886e-05 1.735809301122885e-05 1.5274066646658823e-05 1.3364808315826471e-05 1.423560319192848e-05 1.5438303922429348e-05 1.9901655155448526e-05 1.6395327656609308e-05 1.6054849606232436e-05 1.775677712632775e-05 1.558191605194032e-05 1.5297314845512186e-05
dieser	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.007953661806542472 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
enter	0.010050335853501506	1.5630382353812607e-05 1.631548028165829e-05 1.558191605194032e-05 1.8474882083642473e-05 1.5952914053176995e-05 1.3347059566403062e-05 7.2408759751451766e-06 5.456208389523076e-06 1.2453947773855646e-05 1.5679151097506252e-05 1.3311703117220537e-05 1.658471262954044e-05 0.0 1.613216027849359e-05 1.423560319192848e-05 1.590243014794542e-05 1.3636819339893495e-05 1.5000501273882844e-05 1.585226475315695e-05 1.6054849606232436e-05 1.970654088921864e-05 1.9216703352775345e-05 1.878567449252618e-05 1.8927186164786264e-05 1.8207130169386785e-05 1.6948289803543855e-05 1.5679151097506252e-05 1.6948289803543855e-05 1.882085365824252e-05 1.804369093985908e-05 2.1383693305322354e-05 1.8407208522896533e-05 1.9216703352775345e-05 1.9180030254773865e-05 1.857733059796951e-05 1.6003719511945073e-05 2.8715245295718588e-05 1.5827300556695284e-05 1.5090594374626887e-05 1.4481751950290353e-05 1.8273337915457283e-05 1.6158096227494384e-05 1.6750559755835844e-05 1.8407208522896533e-05 1.7539853147472088e-05 1.7180061288036764e-05 1.6448994850247964e-05 1.7570517226401235e-05 1.8273337915457283e-05 1.9364808966284212e-05 1.962956221387013e-05 1.6342009517888627e-05 1.8508905807553418e-05 1.6054849606232436e-05 1.7121526155879907e-05 1.532063392302059e-05 1.613216027849359e-05 1.6503014537769305e-05 1.6236406871569478e-05 1.64221174076822e-05 1.5250889003795912e-05 1.6342009517888627e-05 1.8680921660783467e-05 1.4481751950290353e-05 1.7694253263206878e-05 1.658471262954044e-05 1.8407208522896533e-05 1.6184115706121587e-05 1.631548028165829e-05 1.735809301122885e-05 1.7947028309824116e-05 1.5391019683769536e-05 1.5728225122850556e-05 1.5414625542180224e-05 1.6342009517888627e-05 1.700564442216837e-05 1.775677712632775e-05 1.7034467548307636e-05 1.7388124314016448e-05 1.6919757329127112e-05 1.3526696976448864e-05 1.590243014794542e-05 1.907084602182449e-05 1.653015765378537e-05 1.5654728743771816e-05 1.5045412954343573e-05 1.8340028929747274e-05 1.6891320762187405e-05 1.5777607305339886e-05 1.735809301122885e-05 1.5274066646658823e-05 1.3364808315826471e-05 1.423560319192848e-05 1.5438303922429348e-05 1.9901655155448526e-05 1.6395327656609308e-05 1.6054849606232436e-05 1.775677712632775e-05 1.558191605194032e-05 1.5297314845512186e-05
gold	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.009798234438272536 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
google	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.009798234438272536 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
great	4.605170185988092	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.006893967344293551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
